category,title_group,english_level,it_experience_years,salary_usd
Quality Assurance,Entry-level,Elementary,1.5,1000.0
Software Engineer,Tech leadership,Advanced,18.0,5500.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,2546.0
Quality Assurance,Entry-level,Intermediate,2.0,1300.0
Software Engineer,Mid-level,Advanced,4.0,2680.0
Analyst,Entry-level,Pre-Intermediate,1.0,600.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,3500.0
DevOps,Senior-level,Upper-Intermediate,5.0,5500.0
Design,Senior-level,Intermediate,5.0,2600.0
Technical Writing,Mid-level,Advanced,2.0,1950.0
HR,Mid-level,Intermediate,4.0,1440.0
Quality Assurance,Tech leadership,Advanced,5.0,6800.0
Quality Assurance,Entry-level,Intermediate,1.0,1029.0
Quality Assurance,Entry-level,Upper-Intermediate,0.25,900.0
Analyst,Tech leadership,Upper-Intermediate,18.0,4300.0
HR,Mid-level,Upper-Intermediate,3.0,2000.0
Analyst,Entry-level,Intermediate,1.5,1200.0
Analyst,Mid-level,Intermediate,2.0,1800.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,3400.0
HR,Mid-level,Pre-Intermediate,7.0,1500.0
Design,Mid-level,Upper-Intermediate,1.0,1300.0
SysAdmin,Mid-level,Intermediate,4.0,2214.0
Quality Assurance,Senior-level,Upper-Intermediate,5.0,3500.0
Management,Senior-level,Advanced,8.0,4200.0
Management,Senior-level,Upper-Intermediate,9.0,4500.0
Other,Management,Intermediate,6.0,4400.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,3200.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,3600.0
Design,Entry-level,Advanced,0.5,1000.0
Quality Assurance,Mid-level,Pre-Intermediate,3.0,1600.0
Other,Senior-level,Intermediate,6.0,3400.0
Design,Tech leadership,Upper-Intermediate,18.0,4700.0
DevOps,Mid-level,Intermediate,4.0,3700.0
Quality Assurance,Entry-level,Upper-Intermediate,3.0,1300.0
Software Engineer,Tech leadership,Upper-Intermediate,18.0,4740.0
Software Engineer,Senior-level,Intermediate,10.0,4500.0
Quality Assurance,Entry-level,Upper-Intermediate,2.0,1310.0
Quality Assurance,Mid-level,Intermediate,6.0,1800.0
DevOps,Mid-level,Intermediate,6.0,2921.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1850.0
Management,Management,Advanced,4.0,6500.0
Software Engineer,Entry-level,Intermediate,1.5,1500.0
Marketing,Tech leadership,Advanced,8.0,4000.0
Quality Assurance,Mid-level,Pre-Intermediate,3.0,2000.0
Management,Management,Elementary,8.0,4000.0
Software Engineer,Mid-level,Upper-Intermediate,7.0,3000.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,3050.0
Design,Mid-level,Advanced,3.0,1750.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,1100.0
Analyst,Mid-level,Intermediate,4.0,2000.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,1800.0
Design,Mid-level,Elementary,7.0,4000.0
Software Engineer,Entry-level,Intermediate,1.5,800.0
Software Engineer,Senior-level,Upper-Intermediate,12.0,5100.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,1950.0
Management,Senior-level,Upper-Intermediate,5.0,5500.0
Software Engineer,Mid-level,Upper-Intermediate,2.0,1300.0
Software Engineer,Mid-level,Upper-Intermediate,5.0,2000.0
Other,Entry-level,Intermediate,0.5,700.0
Software Engineer,Tech leadership,Advanced,6.0,5000.0
Other,Entry-level,Upper-Intermediate,2.0,1100.0
Customer Support,Entry-level,Upper-Intermediate,0.5,1100.0
Management,Management,Intermediate,5.0,3500.0
Design,Mid-level,Upper-Intermediate,5.0,2300.0
Other,Entry-level,Upper-Intermediate,0.5,750.0
Analyst,Mid-level,Advanced,4.0,2100.0
Quality Assurance,Mid-level,Intermediate,1.0,1200.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,2600.0
Analyst,Mid-level,Upper-Intermediate,3.0,1600.0
Quality Assurance,Entry-level,Pre-Intermediate,2.0,1000.0
Design,Entry-level,Upper-Intermediate,1.5,1275.0
Marketing,Mid-level,Pre-Intermediate,6.0,1683.0
DevOps,Mid-level,Intermediate,3.0,3870.0
Software Engineer,Mid-level,Intermediate,5.0,2700.0
Quality Assurance,Management,Advanced,12.0,5000.0
Management,Mid-level,Intermediate,4.0,1450.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3060.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,5000.0
DevOps,Mid-level,Upper-Intermediate,5.0,2500.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,4000.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,1300.0
DevOps,Tech leadership,Upper-Intermediate,7.0,8667.0
DevOps,Senior-level,Advanced,4.0,3800.0
Software Engineer,Senior-level,Upper-Intermediate,11.0,4300.0
Quality Assurance,Mid-level,Intermediate,3.0,3000.0
Quality Assurance,Entry-level,Upper-Intermediate,1.5,800.0
Analyst,Mid-level,Advanced,2.0,1800.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,5500.0
Quality Assurance,Mid-level,Intermediate,3.0,1800.0
Other,Management,Intermediate,18.0,6200.0
Design,Entry-level,Pre-Intermediate,1.5,850.0
Design,Entry-level,Pre-Intermediate,2.0,1000.0
Quality Assurance,Senior-level,Upper-Intermediate,12.0,2750.0
Quality Assurance,Mid-level,Intermediate,3.0,1630.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,2000.0
DevOps,Mid-level,Upper-Intermediate,6.0,3300.0
Quality Assurance,Senior-level,Upper-Intermediate,6.0,4700.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,5500.0
DevOps,Senior-level,Intermediate,3.0,2750.0
Software Engineer,Mid-level,Advanced,6.0,1700.0
Management,Mid-level,Advanced,4.0,3000.0
Management,Mid-level,Upper-Intermediate,4.0,3000.0
Quality Assurance,Mid-level,Pre-Intermediate,3.0,2200.0
Marketing,Mid-level,Upper-Intermediate,2.0,1800.0
Quality Assurance,IC-high,Advanced,18.0,5300.0
Customer Support,Entry-level,Upper-Intermediate,0.5,520.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,4450.0
Analyst,Tech leadership,Upper-Intermediate,7.0,4000.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,2700.0
Quality Assurance,Mid-level,Intermediate,5.0,2500.0
Data Scientist,Senior-level,Intermediate,3.0,3200.0
Software Engineer,Senior-level,Upper-Intermediate,4.0,3700.0
Analyst,Senior-level,Advanced,7.0,4050.0
Data Scientist,Senior-level,Upper-Intermediate,10.0,4845.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,4500.0
Analyst,Mid-level,Upper-Intermediate,1.5,1700.0
Other,Mid-level,Advanced,5.0,1800.0
Quality Assurance,Mid-level,Pre-Intermediate,4.0,2800.0
Other,Management,Advanced,13.0,5000.0
Software Engineer,Entry-level,Intermediate,0.25,600.0
Quality Assurance,Entry-level,Upper-Intermediate,1.0,650.0
Quality Assurance,Senior-level,Upper-Intermediate,10.0,4050.0
Design,Tech leadership,Intermediate,10.0,5000.0
Quality Assurance,Mid-level,Intermediate,4.0,1700.0
Software Engineer,Senior-level,Upper-Intermediate,5.0,3500.0
Management,Senior-level,Advanced,4.0,3666.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1800.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1200.0
Management,Executive,Advanced,20.0,8000.0
Software Engineer,Mid-level,Advanced,3.0,1350.0
Marketing,Tech leadership,Advanced,8.0,3500.0
Design,Senior-level,Upper-Intermediate,6.0,5680.0
Design,Mid-level,Intermediate,3.0,1500.0
DevOps,Entry-level,Pre-Intermediate,1.0,1300.0
Quality Assurance,Senior-level,Intermediate,6.0,4000.0
Quality Assurance,Senior-level,Upper-Intermediate,10.0,3500.0
Marketing,Mid-level,Pre-Intermediate,3.0,1800.0
HR,Mid-level,Upper-Intermediate,5.0,2600.0
SysAdmin,Entry-level,Intermediate,2.0,850.0
Customer Support,Mid-level,Upper-Intermediate,6.0,1200.0
Management,Management,Advanced,14.0,6300.0
Management,Tech leadership,Upper-Intermediate,9.0,6500.0
Software Engineer,Senior-level,Intermediate,7.0,6000.0
Quality Assurance,Mid-level,Upper-Intermediate,7.0,1600.0
Management,Management,Advanced,8.0,5000.0
Software Engineer,Senior-level,Upper-Intermediate,4.0,3230.0
Other,Management,Upper-Intermediate,20.0,4000.0
DevOps,Tech leadership,Upper-Intermediate,20.0,6300.0
Software Engineer,Mid-level,Intermediate,6.0,2600.0
DevOps,Senior-level,Pre-Intermediate,10.0,6500.0
Quality Assurance,Mid-level,Upper-Intermediate,2.0,2600.0
Management,Management,Upper-Intermediate,11.0,5000.0
Design,Senior-level,Advanced,6.0,2800.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1231.82
Quality Assurance,Entry-level,Intermediate,1.0,800.0
SysAdmin,Entry-level,Intermediate,0.5,700.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2700.0
Software Engineer,Tech leadership,Intermediate,9.0,5500.0
Management,Senior-level,Upper-Intermediate,5.0,3500.0
Analyst,Entry-level,Intermediate,0.1,1000.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,4200.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,1900.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,3800.0
Quality Assurance,Mid-level,Intermediate,6.0,1400.0
Design,Mid-level,Upper-Intermediate,3.0,3000.0
Design,Tech leadership,Intermediate,10.0,9000.0
Design,Mid-level,Pre-Intermediate,6.0,1500.0
Quality Assurance,Entry-level,Pre-Intermediate,3.0,724.0
DevOps,Mid-level,Advanced,3.0,2300.0
Management,Mid-level,Upper-Intermediate,3.0,2000.0
Analyst,Mid-level,Intermediate,4.0,1650.0
Quality Assurance,Entry-level,Upper-Intermediate,0.5,700.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,5500.0
HR,Senior-level,Advanced,4.0,3000.0
Quality Assurance,Mid-level,Pre-Intermediate,3.0,1400.0
Management,Management,Intermediate,10.0,4000.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,5000.0
Analyst,Senior-level,Intermediate,3.0,5000.0
DevOps,Tech leadership,Upper-Intermediate,8.0,7000.0
Quality Assurance,Mid-level,Pre-Intermediate,4.0,1689.0
Design,Mid-level,Upper-Intermediate,4.0,1900.0
Quality Assurance,Tech leadership,Intermediate,9.0,4000.0
Design,Senior-level,Advanced,7.0,4500.0
Software Engineer,Mid-level,Pre-Intermediate,4.0,2500.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1200.0
Quality Assurance,Entry-level,Intermediate,1.0,1000.0
Software Engineer,IC-high,Advanced,8.0,13500.0
Quality Assurance,Mid-level,Intermediate,4.0,1400.0
Software Engineer,Entry-level,Intermediate,1.5,1000.0
Analyst,Mid-level,Advanced,4.0,3300.0
Data Scientist,Entry-level,Advanced,0.5,650.0
Other,Mid-level,Upper-Intermediate,4.0,1800.0
Quality Assurance,Entry-level,Intermediate,0.5,500.0
Other,Tech leadership,Upper-Intermediate,7.0,5000.0
Quality Assurance,Senior-level,Intermediate,6.0,5000.0
Quality Assurance,Entry-level,Intermediate,0.5,600.0
Marketing,Tech leadership,Intermediate,4.0,8000.0
Quality Assurance,Senior-level,Upper-Intermediate,9.0,3200.0
Quality Assurance,Mid-level,Intermediate,3.0,2800.0
Other,Management,Intermediate,8.0,5000.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1200.0
Software Engineer,Entry-level,Pre-Intermediate,0.25,400.0
Analyst,Mid-level,Intermediate,4.0,1500.0
Analyst,Entry-level,Intermediate,0.5,750.0
DevOps,Senior-level,Intermediate,5.0,4500.0
Customer Support,Management,Upper-Intermediate,5.0,4000.0
Quality Assurance,Entry-level,Upper-Intermediate,0.1,500.0
Quality Assurance,Mid-level,Upper-Intermediate,7.0,3000.0
Quality Assurance,Mid-level,Intermediate,4.0,2000.0
Quality Assurance,Mid-level,Intermediate,3.0,1400.0
HR,Entry-level,Upper-Intermediate,1.5,700.0
Analyst,Entry-level,Intermediate,0.1,1300.0
Design,Senior-level,Upper-Intermediate,9.0,2600.0
Software Engineer,Tech leadership,Intermediate,12.0,8500.0
Analyst,Mid-level,Intermediate,3.0,2800.0
Quality Assurance,Mid-level,Intermediate,4.0,3375.0
HR,Mid-level,Upper-Intermediate,5.0,1250.0
Quality Assurance,IC-high,Upper-Intermediate,11.0,4900.0
Software Engineer,Entry-level,Upper-Intermediate,2.0,1100.0
Quality Assurance,Mid-level,Upper-Intermediate,5.0,2200.0
Software Engineer,Entry-level,Pre-Intermediate,2.0,650.0
Marketing,Entry-level,Upper-Intermediate,1.0,1000.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1850.0
Quality Assurance,Entry-level,Intermediate,1.0,1000.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2300.0
Other,Mid-level,Upper-Intermediate,6.0,2040.0
DevOps,Mid-level,Intermediate,4.0,2500.0
Software Engineer,IC-high,Upper-Intermediate,7.0,6400.0
Software Engineer,Senior-level,Upper-Intermediate,4.0,6500.0
Data Scientist,Mid-level,Intermediate,3.0,1400.0
Analyst,Mid-level,Advanced,5.0,2000.0
DevOps,Mid-level,Intermediate,2.0,3500.0
Analyst,Entry-level,Upper-Intermediate,1.0,880.0
Software Engineer,Mid-level,Intermediate,4.0,4000.0
Data Scientist,Mid-level,Advanced,4.0,3350.0
DevOps,Senior-level,Upper-Intermediate,7.0,7000.0
Design,Mid-level,Upper-Intermediate,4.0,1880.0
Software Engineer,Entry-level,Upper-Intermediate,1.5,950.0
DevOps,Management,Advanced,9.0,8400.0
Analyst,Entry-level,Upper-Intermediate,1.0,850.0
Software Engineer,Tech leadership,Upper-Intermediate,4.0,6300.0
Software Engineer,Mid-level,Intermediate,5.0,2800.0
Analyst,Mid-level,Upper-Intermediate,2.0,1654.0
Software Engineer,Tech leadership,Upper-Intermediate,9.0,7500.0
Quality Assurance,Tech leadership,Advanced,9.0,6200.0
Quality Assurance,Mid-level,Pre-Intermediate,4.0,2400.0
Software Engineer,Senior-level,Intermediate,4.0,3300.0
Quality Assurance,Mid-level,Intermediate,6.0,3300.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,4300.0
Analyst,Tech leadership,Intermediate,5.0,4800.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1900.0
DevOps,Mid-level,Pre-Intermediate,5.0,1300.0
Design,Mid-level,Intermediate,6.0,1800.0
Management,Management,Upper-Intermediate,6.0,4700.0
Quality Assurance,Senior-level,Upper-Intermediate,8.0,3100.0
Marketing,Senior-level,Upper-Intermediate,6.0,4350.0
Quality Assurance,Entry-level,Intermediate,1.5,900.0
Customer Support,Mid-level,Upper-Intermediate,5.0,2250.0
Marketing,Mid-level,Upper-Intermediate,4.0,1300.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,4143.0
Quality Assurance,Senior-level,Advanced,6.0,5590.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2500.0
Data Scientist,IC-high,Advanced,12.0,5640.0
Management,Mid-level,Elementary,5.0,1650.0
Data Scientist,Senior-level,Advanced,12.0,3400.0
Quality Assurance,Mid-level,Intermediate,4.0,1800.0
Quality Assurance,Mid-level,Intermediate,3.0,2000.0
DevOps,Senior-level,Intermediate,4.0,2800.0
Quality Assurance,Senior-level,Upper-Intermediate,7.0,2600.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1736.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,2000.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,2500.0
Security,Mid-level,Upper-Intermediate,4.0,1700.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,8000.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2100.0
Marketing,Tech leadership,Upper-Intermediate,5.0,5000.0
Software Engineer,Mid-level,Intermediate,1.5,3100.0
Design,Entry-level,Pre-Intermediate,2.0,895.0
Sales,Mid-level,Upper-Intermediate,3.0,1500.0
SysAdmin,Mid-level,Pre-Intermediate,3.0,1550.0
Software Engineer,Entry-level,Intermediate,1.5,800.0
Software Engineer,Senior-level,Upper-Intermediate,7.0,6600.0
Management,Senior-level,Advanced,10.0,5700.0
Quality Assurance,Mid-level,Intermediate,2.0,1400.0
Analyst,Entry-level,Advanced,0.25,1200.0
DevOps,Senior-level,Intermediate,12.0,5500.0
Quality Assurance,Entry-level,Pre-Intermediate,3.0,800.0
Data Scientist,Senior-level,Upper-Intermediate,7.0,5500.0
DevOps,Entry-level,Pre-Intermediate,0.25,600.0
Analyst,Mid-level,Upper-Intermediate,7.0,3200.0
Software Engineer,Senior-level,Intermediate,14.0,5000.0
Quality Assurance,Mid-level,Upper-Intermediate,3.0,1880.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,1200.0
Analyst,Mid-level,Intermediate,7.0,1826.0
Quality Assurance,Entry-level,Upper-Intermediate,1.0,480.0
Management,Executive,Advanced,20.0,11000.0
Software Engineer,Tech leadership,Upper-Intermediate,18.0,5200.0
Management,Mid-level,Upper-Intermediate,4.0,3500.0
Design,Mid-level,Upper-Intermediate,4.0,1800.0
Quality Assurance,Senior-level,Upper-Intermediate,11.0,3800.0
Management,Management,Advanced,6.0,3500.0
Software Engineer,Senior-level,Advanced,12.0,6000.0
HR,Management,Advanced,20.0,4000.0
Software Engineer,Mid-level,Intermediate,3.0,2000.0
Management,Entry-level,Advanced,0.25,1000.0
Management,Tech leadership,Advanced,7.0,4800.0
Management,Senior-level,Advanced,8.0,6700.0
Quality Assurance,Entry-level,Intermediate,2.0,800.0
Management,Senior-level,Advanced,9.0,3400.0
Quality Assurance,Entry-level,Intermediate,0.1,600.0
Marketing,Mid-level,Upper-Intermediate,5.0,1700.0
Software Engineer,Mid-level,Upper-Intermediate,4.0,2500.0
Data Scientist,Tech leadership,Upper-Intermediate,12.0,6400.0
DevOps,Senior-level,Upper-Intermediate,11.0,6000.0
DevOps,Mid-level,Upper-Intermediate,2.0,1700.0
Quality Assurance,Mid-level,Upper-Intermediate,4.0,2000.0
Analyst,Mid-level,Upper-Intermediate,4.0,2250.0
DevOps,Mid-level,Advanced,5.0,3050.0
Quality Assurance,Senior-level,Upper-Intermediate,12.0,3870.0
Software Engineer,Senior-level,Intermediate,6.0,6000.0
Analyst,Senior-level,Upper-Intermediate,4.0,2700.0
Management,Entry-level,Upper-Intermediate,0.5,650.0
Customer Support,Entry-level,Intermediate,0.5,1500.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,4000.0
Analyst,Entry-level,Pre-Intermediate,0.25,650.0
HR,Mid-level,Upper-Intermediate,4.0,1800.0
DevOps,Senior-level,Upper-Intermediate,6.0,6000.0
Other,Mid-level,Intermediate,3.0,2400.0
Quality Assurance,Tech leadership,Pre-Intermediate,10.0,3950.0
Design,Tech leadership,Advanced,5.0,7000.0
DevOps,Mid-level,Intermediate,2.0,2000.0
Management,Executive,Advanced,18.0,6000.0
Software Engineer,Mid-level,Advanced,3.0,2500.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,4000.0
Software Engineer,Senior-level,Upper-Intermediate,8.0,5450.0
Quality Assurance,Senior-level,Intermediate,6.0,3000.0
Quality Assurance,Mid-level,Pre-Intermediate,2.0,2400.0
Quality Assurance,Entry-level,Advanced,1.0,1000.0
Quality Assurance,Entry-level,Intermediate,1.5,1100.0
Analyst,Mid-level,Upper-Intermediate,3.0,2250.0
Software Engineer,IC-high,Advanced,20.0,12000.0
Software Engineer,Senior-level,Intermediate,6.0,4000.0
Software Engineer,Mid-level,Intermediate,1.0,2740.0
Customer Support,Mid-level,Upper-Intermediate,2.0,1200.0
Software Engineer,Senior-level,Intermediate,8.0,4800.0
Software Engineer,Mid-level,Upper-Intermediate,6.0,3300.0
Software Engineer,IC-high,Advanced,10.0,9000.0
Quality Assurance,Mid-level,Pre-Intermediate,3.0,2400.0
Software Engineer,Tech leadership,Pre-Intermediate,7.0,5400.0
Security,Mid-level,Upper-Intermediate,2.0,3500.0
Management,Mid-level,Advanced,3.0,2900.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,4000.0
Quality Assurance,Mid-level,Upper-Intermediate,6.0,2300.0
Other,Mid-level,Advanced,7.0,2000.0
Quality Assurance,Senior-level,Advanced,9.0,4600.0
Design,Mid-level,Upper-Intermediate,3.0,1500.0
Quality Assurance,Entry-level,Intermediate,1.5,900.0
Management,Mid-level,Intermediate,2.0,2000.0
Quality Assurance,Tech leadership,Upper-Intermediate,5.0,3700.0
Other,Executive,Upper-Intermediate,10.0,11800.0
DevOps,Senior-level,Upper-Intermediate,4.0,3300.0
Software Engineer,Mid-level,Intermediate,5.0,3200.0
Management,Management,Advanced,11.0,6200.0
Software Engineer,Mid-level,Intermediate,3.0,1470.0
Software Engineer,Mid-level,Intermediate,2.0,2500.0
Quality Assurance,Entry-level,Upper-Intermediate,2.0,1425.0
Design,Senior-level,Upper-Intermediate,5.0,3260.0
Management,Management,Upper-Intermediate,9.0,5000.0
DevOps,Senior-level,Upper-Intermediate,5.0,5700.0
Other,Tech leadership,Upper-Intermediate,18.0,4300.0
HR,Management,Upper-Intermediate,13.0,4500.0
Software Engineer,Tech leadership,Intermediate,20.0,4000.0
Data Scientist,Senior-level,Intermediate,10.0,3200.0
Design,Mid-level,Pre-Intermediate,3.0,2100.0
Software Engineer,Senior-level,Upper-Intermediate,10.0,5000.0
Quality Assurance,Senior-level,Intermediate,6.0,3500.0
Software Engineer,Senior-level,Upper-Intermediate,6.0,4800.0
Quality Assurance,Mid-level,Intermediate,5.0,2000.0
Design,Entry-level,Pre-Intermediate,1.0,600.0
Quality Assurance,Senior-level,Intermediate,6.0,6050.0
Software Engineer,Mid-level,Upper-Intermediate,3.0,1900.0
Quality Assurance,Entry-level,Intermediate,0.25,522.0
Marketing,Entry-level,Pre-Intermediate,0.25,600.0
Data Scientist,Mid-level,Upper-Intermediate,2.0,2800.0
Marketing,Entry-level,Upper-Intermediate,0.1,900.0
Quality Assurance,Management,Advanced,18.0,5500.0
Software Engineer,Tech leadership,Upper-Intermediate,14.0,6500.0
